/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_27_580.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_27_580.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_27_580.jpg,0,0,0,8.22E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_27_683.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_27_683.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_27_683.jpg,0,0,0,8.21E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_27_784.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_27_784.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_27_784.jpg,0,0,0,8.22E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_27_884.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_27_884.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_27_884.jpg,0,0,0,8.24E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_27_986.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_27_986.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_27_986.jpg,0,0,0,8.30E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_087.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_087.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_087.jpg,0,0,0,8.18E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_189.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_189.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_189.jpg,0,0,0,8.19E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_290.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_290.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_290.jpg,0,0,0,8.25E-05
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_390.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_390.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_390.jpg,0,0.055776,0,0.01675715
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_493.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_493.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_493.jpg,0,0.355437,0,0.2969255
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_594.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_594.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_594.jpg,0,0.655485,0,0.9019744
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_696.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_696.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_696.jpg,0,0.9545131,0,1.900899
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_797.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_797.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_797.jpg,0,1,0,3.094263
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_28_897.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_28_897.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_28_897.jpg,0,1,0,4.267715
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_000.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_000.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_000.jpg,0,1,0,5.662036
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_100.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_100.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_100.jpg,0,1,0,6.81168
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_204.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_204.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_204.jpg,0,1,0,7.950165
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_306.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_306.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_306.jpg,0,1,0,9.077589
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_406.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_406.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_406.jpg,0,1,0,10.19398
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_507.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_507.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_507.jpg,0,1,0,11.29938
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_610.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_610.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_610.jpg,0,1,0,12.43203
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_710.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_710.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_710.jpg,0,1,0,13.43334
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_811.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_811.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_811.jpg,0,1,0,14.57126
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_29_914.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_29_914.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_29_914.jpg,0,1,0,15.53952
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_30_015.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_30_015.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_30_015.jpg,0,1,0,16.7254
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_30_119.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_30_119.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_30_119.jpg,0,1,0,17.66183
/Users/jonathon/Desktop/Track Data/IMG/center_2020_12_26_10_11_30_223.jpg, /Users/jonathon/Desktop/Track Data/IMG/left_2020_12_26_10_11_30_223.jpg, /Users/jonathon/Desktop/Track Data/IMG/right_2020_12_26_10_11_30_223.jpg,0,1,0,18.8289
